model,features,best_params,overall_accuracy,overall_precision,overall_recall,overall_f1,accuracy_class_interruption,precision_class_interruption,recall_class_interruption,f1_score_class_interruption,accuracy_class_no stress,precision_class_no stress,recall_class_no stress,f1_score_class_no stress,accuracy_class_time pressure,precision_class_time pressure,recall_class_time pressure,f1_score_class_time pressure
RandomForest,"['MEAN_RR', 'MEDIAN_RR']","{'n_estimators': 10, 'max_depth': 30}",0.6296395659446716,0.5788831794482849,0.5300218345779334,0.5422807420088817,0.40349685961636395,0.5572617512601102,0.40349685961636395,0.4680746320090583,0.8407347233504829,0.6737188528443817,0.8407347233504829,0.7480174265694953,0.34583392076695335,0.5056689342403629,0.34583392076695335,0.41075016744809106
RandomForest,"['MEAN_RR', 'MEDIAN_RR', 'SDRR', 'RMSSD', 'SDSD', 'SDRR_RMSSD', 'HR']","{'n_estimators': 100, 'max_depth': 30}",0.9970024228096008,0.9963938840422801,0.9968435369429641,0.9966172777745297,0.9949074859955865,0.997107859816264,0.9949074859955865,0.9960064576429604,0.9978788699341096,0.9978338372670247,0.9978788699341096,0.9978563530924927,0.9977442548991964,0.9942399550435516,0.9977442548991964,0.9959890225881359
